2.355427889354303750e-01,2.499381388298219653e-01,2.713275361307301292e-01,2.501280277556203746e-01,3.247767940743523374e-01,2.976486246303313155e-01,2.612237218888751600e-01,2.394317200573366777e-01,2.166785799338782348e-01,3.120312488191954170e-01,2.354796635351948109e-01,2.517327410047200953e-01,2.493637604320718681e-01,3.062398565630433112e-01,3.035311314152999707e-01,3.079128819290791741e-01,3.218134545018195847e-01,3.047074860186684275e-01,2.904563364452014129e-01
2.502345473505857010e-01,2.556740309701878155e-01,2.381749213154669975e-01,2.671842802979512155e-01,3.844381344847703774e-01,3.769926497243254460e-01,2.398606587944267232e-01,2.104268609004167068e-01,1.723362476875916760e-01,2.535185697296397644e-01,2.649400492129474483e-01,3.038244630551709125e-01,2.953358409043299604e-01,4.097660013388240707e-01,4.526506290144302613e-01,4.643786606061553468e-01,4.180283336360903212e-01,2.931317563475713817e-01,2.591809910767125524e-01
2.710559373324121224e-01,2.709924061031696585e-01,2.659894063789121077e-01,3.182700341791135923e-01,3.334606671050610038e-01,4.264836758242379622e-01,3.218637007013782081e-01,2.876582293812711688e-01,2.923802348987378785e-01,2.327403208486625297e-01,2.902852015773599859e-01,2.658711127225291682e-01,3.106617715767465149e-01,3.035977271523098708e-01,3.326353397491464414e-01,4.667767586499576016e-01,4.858158161033180322e-01,4.658487602200386268e-01,3.908654586797670749e-01
2.692448690665882327e-01,2.051929865620600313e-01,1.926350280422014782e-01,3.051879918082219811e-01,3.424152581532960427e-01,3.293862207919272533e-01,3.468016273728802834e-01,1.843458707233858740e-01,3.865408790879326650e-01,2.149435492261404790e-01,1.722004125358533311e-01,2.616310777700656676e-01,3.588970324476814522e-01,4.034315400735642432e-01,4.094856784553554396e-01,3.364969780039917535e-01,2.659642985267139381e-01,3.311477014896436755e-01,2.604950391657146480e-01
2.132587473630913888e-01,2.800880073590741870e-01,4.115541359029619151e-01,1.851750895516607875e-01,3.083592242513074622e-01,3.539925564557306337e-01,2.213669700183314437e-01,2.569321873410932988e-01,2.789274677399640745e-01,2.667238463356194078e-01,5.792571048824931568e-01,4.760006596037557602e-01,1.561581861101960511e-01,2.191527859170234183e-01,3.030673416289644262e-01,1.860398892650750868e-01,2.855806615653937452e-01,4.244993926163374565e-01,2.611829285164980474e-01
2.070207204100784626e-01,2.461185174463569325e-01,1.685081718880703794e-01,2.190898014616397271e-01,2.731305499680239390e-01,2.721594591252039508e-01,2.172853462931583213e-01,3.269013741133622308e-01,3.951627154541025311e-01,3.866592405659609044e-01,3.713915532099070216e-01,3.191410135945238480e-01,2.696035088927147272e-01,3.221531049625758758e-01,4.355013413614701734e-01,3.249005829307244353e-01,3.074776196759806401e-01,2.538223732568369861e-01,2.381775890245738381e-01
3.245343362277680610e-01,1.842864993575837329e-01,1.842765313597417298e-01,4.324358900204086087e-01,4.601509448011531500e-01,2.937460246660871244e-01,3.007334874167899019e-01,2.834433979116434688e-01,3.519951856740089480e-01,2.638187362442613315e-01,3.600740028418399907e-01,1.904541461204750652e-01,2.464304478638036922e-01,4.074944481678600128e-01,1.859433994515119204e-01,3.359854713180432939e-01,2.250777558985821991e-01,2.139660009187161205e-01,1.928309620987722073e-01
2.654052829839749217e-01,2.605489066493529848e-01,3.266241333640353961e-01,2.821901543480135888e-01,2.820087151171014606e-01,3.258173497071366609e-01,3.305890550323083432e-01,2.432249476297238533e-01,2.425457162020826507e-01,2.290199620812217729e-01,3.510657011078716638e-01,2.887970590297719298e-01,2.362219663111508328e-01,3.052818537725181525e-01,3.005676883189408732e-01,2.706044471031224807e-01,2.974136240693487365e-01,2.582274473945602167e-01,2.693085193247762854e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
